ISBN,Title,Other Titles,Author,All Names,Country of Publication,Place of Publication,Publisher,Publication Year
9781401271398,Lucifer. Volume 3,,"Black, Holly","Black, Holly, author [person] ; Garbett, Lee, artist [person]",United States of America,"Burbank, California",DC Comics,2017
9781603090735,Lucille,Lucille. English,"Debeurme, Ludovic","Debeurme, Ludovic [person]",United States of America,"Marietta, Georgia",Top Shelf Productions,2011
9781603090735,Lucille. English,Lucille,"Debeurme, Ludovic","Debeurme, Ludovic [person]",United States of America,"Marietta, Georgia",Top Shelf Productions,2011
9781845769857,Luck runs out,,,"Palmiotti, Jimmy [person]",England,London,Titan,2008
9781905460175,Lucky Luke - A l'ombre des derricks,In the shadow of the derricks,Goscinny,"Goscinny, 1926-1977 [person] ; Morris, 1923-2001 [person]",England,Ashford,Cinebook,2007
9781905460656,Lucky Luke - Le pied tendre. English,The tenderfoot,Goscinny,"Goscinny, 1926-1977 [person] ; Morris, 1923-2001 [person]",England,Canterbury,Cinebook,2008
9781905460250,Lucky Luke -- Calamity Jane. English,Calamity Jane,Morris,"Morris, 1923-2001 [person] ; Goscinny, 1926-1977 [person]",England,Canterbury,Cinebook,2007
9781849184540,Lucky Luke : the complete collection. Vol. 1,Works. Selections. English,Morris,"Morris, 1923-2001, artist ; author [person] ; Goscinny, 1926-1977, author [person]",England,Canterbury,Cinebook,2019
9781849184557,Lucky Luke : the complete collection. Volume 2,Works. Selections. English,Morris,"Morris, 1923-2001, artist ; author [person] ; Goscinny, 1926-1977, author [person]",England,Canterbury,Cinebook,2019
9781849183598,Lucky Luke : the complete collection. Volume3,Lucky Luke contre Phil Defer ; Rails sur la prairie ; works. Selections. English ; Élixir du Dr Doxey,Morris,"Goscinny, 1926-1977 [person] ; Morris, 1923-2001, artist ; author [person] ; Goscinny, 1926-1977, author [person] ; Morris, 1923-2001 [person]",England,Canterbury,Cinebook,2019
9781849182683,Lucky Luke contre Cigarette Cesar,"Arizona ; Arizona : and, Lucky Luke versus Cigarette Cesar ; Lucky Luke versus Cigarette Cesar ; Works. Selections",Morris,"Morris, 1923-2001, artist ; author [person] ; Saincantin, Jerome, translator [person] ; Morris, 1923-2001 [person]",England,Canterbury,Cinebook,2015
9781849180719,Lucky Luke contre Joss Jamon. Engish,Lucky Luke versus Joss Jamon,Morris,"Morris, 1923-2001 [person] ; Goscinny, 1926-1977 [person]",England,Canterbury,Cinebook,2011
9781849181792,Lucky Luke contre Pat Poker. English,Lucky Luke versus Pat Poker,Morris,"Morris, 1923-2001, artist ; author [person]",England,"Canterbury, Kent",Cinebook,2013
9781849183598,Lucky Luke contre Phil Defer,Lucky Luke : the complete collection. Volume3 ; Rails sur la prairie ; works. Selections. English ; Élixir du Dr Doxey,Morris,"Goscinny, 1926-1977 [person] ; Morris, 1923-2001, artist ; author [person] ; Goscinny, 1926-1977, author [person] ; Morris, 1923-2001 [person]",England,Canterbury,Cinebook,2019
9781849180986,Lucky Luke contre Pinkerton. English,Lucky Luke versus the Pinkertons,Achdé,"Pennac, Daniel [person] ; Benacquista, Tonino [person] ; Achdé, 1961- [person]",England,Canterbury,Cinebook,2011
9781849182683,Lucky Luke versus Cigarette Cesar,"Arizona ; Arizona : and, Lucky Luke versus Cigarette Cesar ; Lucky Luke contre Cigarette Cesar ; Works. Selections",Morris,"Morris, 1923-2001, artist ; author [person] ; Saincantin, Jerome, translator [person] ; Morris, 1923-2001 [person]",England,Canterbury,Cinebook,2015
9781849180719,Lucky Luke versus Joss Jamon,Lucky Luke contre Joss Jamon. Engish,Morris,"Morris, 1923-2001 [person] ; Goscinny, 1926-1977 [person]",England,Canterbury,Cinebook,2011
9781849181792,Lucky Luke versus Pat Poker,Lucky Luke contre Pat Poker. English,Morris,"Morris, 1923-2001, artist ; author [person]",England,"Canterbury, Kent",Cinebook,2013
9781849180986,Lucky Luke versus the Pinkertons,Lucky Luke contre Pinkerton. English,Achdé,"Pennac, Daniel [person] ; Benacquista, Tonino [person] ; Achdé, 1961- [person]",England,Canterbury,Cinebook,2011
9781620102879,Lucky Penny,,"Hirsh, Ananth","Hirsh, Ananth, author [person] ; Ota, Yuko, illustrator [person]",United States of America,"Portland, Oregon",Oni Press,2016
9781545806302 ; 9781545806319,Lucky brat,,Cazenove,"Cazenove, 1969-, artist ; author [person]",United States of America,New York,Papercutz,2021
9781906838447,Lucky dip,"A flash in the park ; Authors & Artists ; Capital Crime ; Centre point ; Come down town ; Dancing with death ; Frozen ; Ghost milk ; Highbury ; Holborn ; I keep coming back ; It's dark in London : a graphic collection of short stories ; My life as a cat ; No blood, no film ; The body ; The court ; The griffin's egg ; The hard shoulder ; The interrogation ; The known of kensal rising ; The museum of lonliness ; Too late ; War and penge ; You are here",,"Zarate, Oscar, 1942- [person]",England,London,SelfMadeHero,2012
9781606993545,Lucky in love : a poor man's history,,"Chieffet, George","DeStefano, Stephen [person] ; Chieffet, George [person]",England ; United States of America,"London ; Seattle, Washington",Fantagraphics ; Turnaround,2010
9780385388351,Lucy & Andy Neanderthal,,"Brown, Jeffrey","Brown, Jeffrey, 1975-, artist ; author [person]",United States of America,New York,Random House,2016
9780385388351 ; 9780385388375,Lucy & Andy Neanderthal,,"Brown, Jeffrey","Brown, Jeffrey, 1975-, artist ; author [person]",United States of America,New York,Crown Books for Young Readers,2016
9780525643975,Lucy & Andy Neanderthal. 1,,"Brown, Jeffrey","Brown, Jeffrey, 1975-, artist ; author [person]",United States of America,New York,Yearling,2018
9780525643982,Lucy & Andy Neanderthal. 2,,"Brown, Jeffrey","Brown, Jeffrey, 1975-, artist ; author [person]",United States of America,New York,Yearling,2018
9781449493554,Lucy : speak out!,Works. Selections,"Schulz, Charles M. (Charles Monroe)","Schulz, Charles M. (Charles Monroe), 1922-2000, artist ; author [person]",United States of America,Kansas,Andrews McMeel Publishing,2019
9781524852559,Lucy : speak out!,Works. Selections,"Schulz, Charles M. (Charles Monroe)","Schulz, Charles M. (Charles Monroe), 1922-2000, artist ; author [person]",United States of America,Kansas,Andrews McMeel Publishing,2019
9781902915395,Lucy Cat at the party,Lucie Chat à la fête,"Bruzzone, Catherine","Bruzzone, Catherine [person] ; Beaton, Clare [person]",England,"Richmond, Surrey",small publishing,2006
9781902915159,Lucy Chat en ville,,"Bruzzone, Catherine","Bruzzone, Catherine [person] ; Beaton, Clare [person]",England,Kingston-upon-Thames,B small,2005
9780948149894,Lucy Goose and friends,,"Weatherill, Stephen","Weatherill, Stephen [person]",England,London,Aurum,1988
9781902915111,Lucy cat at the farm,Lucie Chat à la ferme,"Bruzzone, Catherine","Bruzzone, Catherine [person] ; Beaton, Clare [person]",England,Kingston-upon-Thames,B small,2005
9781684152964,Lucy,Works. Selections,"Schulz, Charles M. (Charles Monroe)","Schulz, Charles M. (Charles Monroe), 1922-2000, artist ; author [person]",United States of America,Los Angeles,Boom!,2019
9781841611013,Lucy's little book of advice,,"Schulz, Charles M. (Charles Monroe)","Schulz, Charles M. (Charles Monroe), 1922-2000 [person]",England,Partridge Green,Ravette,2001
9783836565356,Luftschiffabenteuer von Little Nemo. English,The airship adventures of Little Nemo,"Braun, Alexander","Braun, Alexander, author [person] ; Haupt, Hayley Blair, translator [person] ; McCay, Winsor, illustrator [person]",Germany,Köln,Taschen,2017
9781401264772,Luftslottet som sprängdes,The girl who kicked the hornet's nest,"Mina, Denise","Mina, Denise, author [person] ; Larsson, Stieg, 1954-2004 [person]",United States of America,"Burbank, California",DC Comics ; Vertigo,2015
9781785863455,Luftslottet som sprängdes,The girl who kicked the hornet's nest,"Runberg, Sylvain","Runberg, Sylvain, 1971-, author [person] ; Larsson, Stieg, 1954-2004 [person] ; Man, 1976-, artist [person]",England,London,Titan Comics,2018
9781849180450,Luge. English,The judge,Morris,"Morris, 1923-2001 [person]",England,Canterbury,Cinebook,2010
9780785139423,Luke Cage noir,,"Benson, Mike","Benson, Mike [person] ; Glass, Adam, 1968- [person] ; Martinbrough, Shawn [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2010
9780785135456,Luke Cage noir,,"Benson, Mike","Benson, Mike [person] ; Glass, Adam, 1968- [person] ; Martinbrough, Shawn [person]",England ; United States of America,London ; New York,Diamond ; Marvel,2010
9781302902292,"Luke Cage, Iron Fist, & the Heroes for Hire. Vol. 1",,"Ostrander, John","Ostrander, John, author [person] ; Campos, Jaimie, author [person] ; Felder, James, 1971-, author [person]",United States of America,New York,Marvel Worldwide,2016
9781302904180,"Luke Cage, Iron Fist, & the Heroes for Hire. Vol. 2",,"Ostrander, John","Ostrander, John, author [person] ; Edkin, Joe, author [person] ; Ferry, Pasqual, 1961-, artist [person]",United States of America,New York,Marvel Worldwide,2017
9781302903435,"Luke Cage, Power Man",,"Isabella, Tony","Isabella, Tony, author [person] ; Pérez, George, 1954-, artist [person] ; Wein, Len, author [person]",United States of America,New York,Marvel Worldwide,2017
9781909766495,"Luke Cage, hero for hire","Captain Britain (London, England : 1976) ; Hulk (Comic strip) ; Man called Nova ; Marvel origins : the 70s ; Marvel premiere ; Marvel spotlight ; Savage She-Hulk","Thomas, Roy","Kane, Gil, artist [person] ; Marvel Comics Group [organisation] ; Thomas, Roy, 1940-, author [person] ; Rosen, Sam, -1992 [person] ; Hammond, Ed, editor [person] ; Adkins, Dan, artist [person] ; Ploog, Michael, 1940-, artist [person]",England,London,Hachette,2016
9780785191803,"Luke Cage, hero for hire. Volume 1",,"Goodwin, Archie","Tuska, George, 1916-2009, artist [person] ; Englehart, Steve, author [person] ; Goodwin, Archie, author [person]",United States of America,New York,Marvel,2015
9781302907785,Luke Cage. Vol. 1,,"Walker, David","Walker, David, 1968-, author [person] ; Blake, Nelson, ii, artist [person]",United States of America,New York,Marvel Worldwide,2017
9780983693727,Luke McBain,Trace Adkins is Luke McBain. Volume I,"Tischman, David","Chamberlain, Kody [person] ; Tischman, David [person]",United States of America,"Pelham, Alabama",12-Gauge Comics,2012
9781595821515,"Luke Skywalker, last hope for the Galaxy",,,,England ; United States of America,"London ; Milwaukie, Oregon",Dark Horse ; Diamond,2008
9781935179009,Luke on the loose,,"Bliss, Harry","Bliss, Harry, 1964- [person]",England ; United States of America,London ; New York,Diamond ; Toon,2009
9781935179054,Luke on the loose,,"Bliss, Harry","Bliss, Harry, 1964- [person]",England ; United States of America,London ; New York,Diamond ; Toon,2009
9781935179368,Luke on the loose,,"Bliss, Harry","Bliss, Harry, 1964-, author [person]",United States of America,New York,Raw Junior,2015
9781593075385,Lullabies from hell,,"Hino, Hideshi","Hino, Hideshi, 1946- [person]",England ; United States of America,"Enfield ; Milwaukie, Oregon",Dark Horse,2006
9781600390395,Lullaby,,"Miller, Mike S.","Miller, Mike S. [person] ; Avery, Ben [person] ; Sevilla, Hector [person]",England ; United States of America,"La Mesa, California ; London",Alias ; Diamond,2006
9781600390135,Lullaby. Volume 2. Power grabber,Hector Sevilla and Mike S. Miller's Lullaby. Volume 2. Power grabber ; Power grabber,"Avery, Ben","Miller, Mike S., editor [person] ; Tortolini, Bill [person] ; Sevilla, Hector, artist [person] ; Avery, Ben, 1974-, author [person]",United States of America,"La Mesa, California",Alias Enterprises,2006
9781593621377,Lulu & Mitzy : best laid plans,,"Bell, S. Eddy","Bell, S. Eddy [person]",England ; United States of America,"London ; San Jose, California",Diamond,2008
9781593073466,Lulu in the doghouse,,"Stanley, John","Tripp, Irving [person] ; Marge, 1904-1993 [person] ; Stanley, John, 1914-1993 [person]",United States of America,"Milwaukie, Oregon",Dark Horse,2005
9781593073176,Lulu takes a trip,,"Stanley, John","Tripp, Irving [person] ; Stanley, John, 1914-1993 [person]",United States of America,"Milwaukie, Oregon",Dark Horse Comics,2005
9781593073992,Lulu's umbrella service,,"Stanley, John","Tripp, Irving [person] ; Stanley, John, 1914-1993 [person]",England ; United States of America,"London ; Milwaukie, Oregon",Dark Horse ; Diamond,2005
9781608868032,Lumberjanes. volume 3 : a terrible plan,,"Stevenson, Noelle","Watters, Shannon, author [person] ; Aiese, Aubrey, illustrator [person] ; Stevenson, Noelle, author [person] ; Nowak, Carolyn, illustrator [person] ; Laiho, Maarta, illustrator [person]",United States of America,Los Angeles,Boom! Box,2016
9780993386503,Luminous : the haunted life of Tintoretto,,"Mercer, Barbara","Mercer, Barbara, artist ; author [person]",,,Artimer,2015
9781401215842 ; 9781401224264,Luna Park,,"Baker, Kevin","Žeželj, Danijel [person] ; Baker, Kevin, 1958- [person] ; Stewart, Dave [person] ; Fletcher, Jared K. [person]",United States of America,New York,DC Comics,2009
9781848565180,Luna Park,,"Baker, Kevin","Žeželj, Danijel [person] ; Baker, Kevin, 1958- [person]",England,London,Titan,2011
9781781083420,Luna. 1,,"Wagner, John","Bolland, Brian, artist [person] ; Gibson, Ian, artist [person] ; McMahon, Mike, artist [person] ; Wagner, John, 1949-, author [person]",England,Oxford,Rebellion,2015
9781449479930,Lunarbaboon : the daily life of parenthood,,"Grady, Christopher","Grady, Christopher, artist ; author [person]",United States of America,Kansas,Andrews McMeel,2017
9781684150625,Lunatic fringe,WWE. Vol. 2. Lunatic fringe,"Hopeless, Dennis","Hopeless, Dennis, author [person] ; Acuña, Serg, artist [person]",United States of America,Los Angeles,BOOM! Studios,2018
9780553512649 ; 9780553512656,Lunch!,,,"Holm, Jennifer L., author [person] ; Bell, Cece, author [person] ; Krosoczka, Jarrett, author [person] ; Holm, Matthew, author [person]",United States of America,New York,Random House,2016
9781905460304,Lune noire. English,Black moon,Rodrigue,"Rodrigue, 1961- [person] ; Groot, Bob de, 1941- [person]",England,Ashford,Cinebook,2007
9781603094597,Lupus,,"Peeters, Frederik","Peeters, Frederik, artist ; author [person]",United States of America,San Diego,Top Shelf,2019
9781848562592,Lust for life. Vol. 2,,"Ellis, Warren","Robertson, Darick [person] ; Ellis, Warren [person]",England,London,Titan,2009
9781848569850,Luthor,,"Azzarello, Brian","Bermejo, Lee [person] ; Azzarello, Brian [person]",England,London,Titan,2010
9781401258184,Luthor,,"Azzarello, Brian","Villarrubia, José, 1961-, illustrator [person] ; Brosseau, Pat, illustrator [person] ; Leigh, Rob, illustrator [person] ; Bermejo, Lee, illustrator [person] ; Story, Karl C., illustrator [person] ; Martin, Jason, 1972-, illustrator [person] ; Azzarello, Brian, author [person] ; Napolitano, Nick, illustrator [person] ; Stewart, Dave, illustrator [person] ; Balsman, Phil, illustrator [person] ; Gray, Mick, illustrator [person]",United States of America,"Burbank, California",DC Comics,2015
9781401291990,Luthor,,"Azzarello, Brian","Azzarello, Brian, author [person] ; Bermejo, Lee, artist [person]",United States of America,New York,DC Black Label,2019
